Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR2,D
31,0.0772,0.29175,0.92475,0.46025,0.30525,0.55225,0.816250522,0.473733333,0.5038,0.7502,0.60925,0.47075,0.2682,0.55825,0.147777778,0.7623,0.47775,0.49975,0.569749917,0.67625,0.87926,0.20625,0.8112,0.447096774,0.872249955,0.7607,0.187755511,0.593246493,0.134248497,0.383747495,0.959759519,0.56525,0.70675,0.27675,0.20674,0.56376,0.81824,0.464751584,0.75375,0.25825,0.789249206,0.9487504,0.7327504,0.6327504,0.9922504,0.5807504,0.8937504,0.7032504,0.7797504,0.4732504,0.4042504,0.2312504,0.5022504,0.7387,-0.406546,0.009943009,0.370889275
32,0.2747,0.49675,0.90175,0.05875,0.58325,0.94525,0.196751566,0.074266667,0.4788,0.5932,0.61875,0.28325,0.1277,0.85975,0.325,0.6192,0.74725,0.38775,0.613251084,0.47825,0.50924,0.66975,0.1138,0.57483871,0.053249935,0.0927,0.817254509,0.682244489,0.539258517,0.898256513,0.321743487,0.57375,0.64225,0.05125,0.43224,0.06024,0.02626,0.50375125,0.48225,0.82275,0.954750794,0.5332504,0.3792504,0.9292504,0.7157504,0.5297504,0.9627504,0.2092504,0.0207504,0.7832504,0.8992504,0.0032504,0.0042504,0.6628,-0.230446,0.04699138,0.380690662
33,0.1398,0.76525,0.74775,0.19725,0.60525,0.19225,0.432751566,0.598733333,0.9118,0.2412,0.73425,0.35125,0.8568,0.80375,0.905,0.4243,0.83775,0.18925,0.48924975,0.60625,0.99676,0.94075,0.6568,0.349354839,0.240249995,0.7237,0.486252505,0.240240481,0.662244489,0.357254509,0.869258517,0.83475,0.34025,0.93125,0.56876,0.43824,0.54474,0.000250083,0.34725,0.10625,0.592250794,0.4537504,0.0332504,0.0952504,0.9422504,0.9732504,0.0852504,0.1137504,0.6482504,0.9697504,0.2607504,0.9142504,0.8417504,0.2017,-0.181664,0.335589089,0.771809345
34,0.3438,0.87425,0.22775,0.37425,0.30825,0.36475,0.496250522,0.587266667,0.3782,0.3137,0.33975,0.42475,0.1238,0.18075,0.334444444,0.4297,0.49325,0.45075,0.480250083,0.43275,0.23224,0.56175,0.2083,0.319354839,0.644250115,0.8618,0.686252505,0.686753507,0.100741483,0.815751503,0.597755511,0.34075,0.72825,0.83175,0.79076,0.77226,0.09176,0.466748916,0.42425,0.79975,0.334250794,0.8642504,0.3607504,0.9572504,0.1132504,0.5187504,0.0197504,0.0362504,0.2762504,0.0647504,0.9067504,0.4067504,0.1547504,0.6543,0.224012,0.179133642,0.503136572
35,0.2442,0.01075,0.64975,0.52775,0.60875,0.58625,0.686250522,0.664266667,0.3432,0.3778,0.13675,0.02975,0.6277,0.68075,0.684444444,0.3408,0.73575,0.13525,0.750250083,0.32075,0.61376,0.92025,0.4263,0.790322581,0.294750105,0.5188,0.156252505,0.942745491,0.914248497,0.366753507,0.439258517,0.49925,0.72575,0.87625,0.93626,0.91326,0.68424,0.17225075,0.61425,0.03725,0.590250794,0.6862504,0.5652504,0.8652504,0.6287504,0.1387504,0.0112504,0.1842504,0.6302504,0.0702504,0.5692504,0.5132504,0.2247504,0.2348,0.456395,0.365176558,0.731888516
36,0.8673,0.53675,0.97825,0.18175,0.44525,0.99875,0.687749478,0.336733333,0.0598,0.5692,0.76575,0.41325,0.4457,0.49875,0.901666667,0.0477,0.45325,0.48425,0.971750584,0.03325,0.56276,0.95775,0.5058,0.963225806,0.899750005,0.3708,0.205751503,0.211743487,0.119258517,0.940741483,0.622244489,0.47975,0.34675,0.41125,0.48076,0.31324,0.32524,0.402750917,0.39575,0.06225,0.332749206,0.5517504,0.7982504,0.3482504,0.8157504,0.4282504,0.1967504,0.1702504,0.9082504,0.3977504,0.3782504,0.5142504,0.2702504,0.7763,-0.298745,0.027466625,0.372855513
37,0.9912,0.72725,0.36875,0.98125,0.41875,0.88875,0.081248434,0.045266667,0.2602,0.3178,0.25575,0.53825,0.2083,0.49975,0.296666667,0.7483,0.81775,0.73925,0.619749917,0.25075,0.20774,0.24725,0.3717,0.532903226,0.863750125,0.4622,0.114248497,0.275250501,0.239759519,0.666252505,0.459759519,0.49275,0.00075,0.58475,0.92976,0.79726,0.38276,0.00774925,0.99875,0.26025,0.728250794,0.9102504,0.4197504,0.5737504,0.5797504,0.7652504,0.5697504,0.6447504,0.6162504,0.8792504,0.1267504,0.1612504,0.2312504,0.2923,0.083294,0.157053176,0.47640527
38,0.2407,0.53375,0.06325,0.14775,0.00225,0.96425,0.814751566,0.380266667,0.9508,0.5232,0.35875,0.33775,0.9843,0.40425,0.873333333,0.8052,0.42725,0.50175,0.037249083,0.80225,0.85226,0.35975,0.6957,0.500322581,0.790749985,0.6298,0.719258517,0.449258517,0.455250501,0.662244489,0.198256513,0.50375,0.30025,0.91325,0.14774,0.39526,0.07674,0.935748583,0.09625,0.56675,0.962750794,0.7472504,0.0717504,0.3577504,0.9912504,0.4927504,0.9442504,0.0292504,0.0917504,0.3042504,0.3317504,0.5392504,0.2347504,0.5052,0.078202,0.174166459,0.492218235
39,0.1863,0.02225,0.21175,0.09825,0.03725,0.70175,0.300751566,0.539266667,0.8108,0.8698,0.57825,0.75425,0.9858,0.91075,0.503888889,0.2128,0.43275,0.02525,0.964251417,0.98825,0.09324,0.26575,0.0908,0.731612903,0.357750045,0.3447,0.391242485,0.645250501,0.238757515,0.439258517,0.535751503,0.42375,0.49625,0.39675,0.95824,0.79276,0.19276,0.568249416,0.43775,0.51275,0.090249206,0.3442504,0.5687504,0.6907504,0.3787504,0.5832504,0.9717504,0.1667504,0.8747504,0.7002504,0.4172504,0.2512504,0.8437504,0.8823,-0.46288,3.17E-05,0.368710796
40,0.8867,0.72825,0.54025,0.36725,0.74675,0.24475,0.475749478,0.072733333,0.4162,0.3252,0.13025,0.52825,0.6478,0.67075,0.137222222,0.7433,0.36025,0.32725,0.65924975,0.63025,0.12126,0.65175,0.0718,0.792258065,0.400749985,0.1082,0.052745491,0.362745491,0.978757515,0.910240481,0.431242485,0.20875,0.17675,0.77575,0.13276,0.03176,0.65274,0.801250417,0.53475,0.00325,0.426250794,0.1712504,0.9677504,0.6137504,0.6697504,0.1842504,0.7377504,0.0537504,0.5742504,0.2817504,0.1032504,0.8112504,0.0912504,0.9312,-0.319613,2.43E-06,0.348318628
41,0.9927,0.79475,0.74575,0.93125,0.95875,0.87225,0.617248434,0.168266667,0.8318,0.2278,0.45875,0.23725,0.1863,0.63675,0.309444444,0.2218,0.09375,0.45375,0.124751584,0.58675,0.89676,0.84825,0.2598,0.720645161,0.977250055,0.9047,0.707755511,0.604749499,0.159759519,0.976252505,0.548757515,0.54975,0.87675,0.12425,0.61124,0.65026,0.96824,0.53375125,0.04875,0.89975,0.914249206,0.7517504,0.4977504,0.4787504,0.1902504,0.4057504,0.1677504,0.0832504,0.4277504,0.8647504,0.8302504,0.9267504,0.5112504,0.2212,-0.698031,0.424015754,0.717657738
42,0.7717,0.47375,0.10625,0.29025,0.16625,0.24175,0.610751566,0.560266667,0.9532,0.2282,0.93075,0.98975,0.9162,0.45325,0.113888889,0.7107,0.74225,0.17575,0.701250417,0.73575,0.04024,0.29025,0.7113,0.316774194,0.503749925,0.3072,0.459258517,0.155751503,0.518256513,0.150741483,0.923246493,0.71475,0.82375,0.39875,0.05074,0.58374,0.30624,0.999749917,0.80625,0.81175,0.285249206,0.3812504,0.3392504,0.0977504,0.2117504,0.5212504,0.6807504,0.6657504,0.0697504,0.3222504,0.3767504,0.9182504,0.5052504,0.9503,-0.058551,0.04540787,0.315913813
43,0.9622,0.06075,0.18225,0.07575,0.73975,0.70275,0.875248434,0.208733333,0.6148,0.7632,0.70875,0.61875,0.2292,0.48125,0.204444444,0.1723,0.52825,0.67825,0.54774925,0.46475,0.01926,0.90925,0.2272,0.448709677,0.069250015,0.7887,0.472244489,0.589258517,0.594749499,0.977254509,0.794749499,0.79825,0.36025,0.80675,0.09674,0.73924,0.11926,0.047249083,0.86125,0.29575,0.734250794,0.5872504,0.0987504,0.8472504,0.8597504,0.9382504,0.0307504,0.5957504,0.8592504,0.7652504,0.4652504,0.0752504,0.1752504,0.2438,-0.450828,0.004679132,0.370570504
44,0.7527,0.16125,0.18025,0.09875,0.93025,0.42125,0.438250522,0.886733333,0.7532,0.7797,0.92525,0.70775,0.7117,0.69525,0.97,0.2002,0.20275,0.55275,0.29375125,0.49525,0.59126,0.74025,0.4193,0.678387097,0.479750005,0.9778,0.292244489,0.368256513,0.337755511,0.402244489,0.281242485,0.68275,0.41375,0.73625,0.02826,0.03976,0.03026,0.513251084,0.19675,0.73675,0.330749206,0.3027504,0.9202504,0.3852504,0.9332504,0.0997504,0.4112504,0.5262504,0.4092504,0.8412504,0.9162504,0.0322504,0.1597504,0.3153,-0.441808,0.003631778,0.369482597
45,0.9503,0.76425,0.39375,0.97375,0.00375,0.05225,0.734250522,0.472266667,0.2412,0.4347,0.71675,0.61425,0.4563,0.71275,0.32,0.0402,0.82925,0.22125,0.320250083,0.82125,0.18776,0.51925,0.1107,0.44516129,0.020249995,0.4737,0.796753507,0.121743487,0.709258517,0.566252505,0.889258517,0.11625,0.40325,0.75575,0.13124,0.30376,0.71476,0.889749917,0.46975,0.30625,0.822750794,0.7557504,0.1237504,0.2137504,0.0017504,0.3892504,0.7102504,0.8532504,0.1487504,0.0182504,0.5287504,0.4197504,0.4327504,0.4412,-0.15135,0.120461694,0.439005191
46,0.4873,0.77175,0.24225,0.90825,0.83475,0.89875,0.238751566,0.649266667,0.6908,0.7232,0.40025,0.15675,0.7197,0.85075,0.536111111,0.7617,0.79825,0.66625,0.674751584,0.62775,0.76524,0.56725,0.3313,0.688387097,0.874749905,0.2727,0.832244489,0.538757515,0.753246493,0.758757515,0.957755511,0.09275,0.56175,0.82425,0.16076,0.38474,0.92176,0.355248416,0.16225,0.19825,0.672250794,0.8657504,0.3987504,0.9302504,0.2752504,0.4497504,0.7192504,0.4932504,0.4067504,0.2762504,0.3107504,0.3987504,0.2082504,0.8112,-0.422694,0.004967536,0.368605238
47,0.4482,0.19525,0.84075,0.63075,0.36675,0.41425,0.649749478,0.855266667,0.4948,0.2177,0.91175,0.82975,0.5562,0.47075,0.752777778,0.6628,0.41375,0.73675,0.10225075,0.08375,0.07926,0.57625,0.6143,0.322903226,0.120249995,0.3512,0.241242485,0.662745491,0.166252505,0.634749499,0.216753507,0.00975,0.62825,0.23475,0.06024,0.54226,0.15924,0.705748583,0.73175,0.08425,0.221250794,0.8462504,0.2422504,0.7962504,0.5787504,0.9167504,0.9752504,0.2502504,0.6267504,0.2922504,0.8307504,0.8757504,0.8422504,0.3388,-0.154254,0.010972588,0.325177068
48,0.0702,0.20475,0.64575,0.25625,0.64225,0.45775,0.706751566,0.514266667,0.5212,0.2303,0.40375,0.00175,0.0178,0.00075,0.711666667,0.6888,0.32925,0.65025,0.648249416,0.92975,0.28324,0.35025,0.2677,0.201612903,0.911749965,0.4597,0.351242485,0.182745491,0.608757515,0.573246493,0.575250501,0.81525,0.13275,0.65075,0.22424,0.61324,0.28374,0.245248416,0.57125,0.19225,0.406750794,0.0407504,0.2207504,0.5377504,0.8457504,0.1737504,0.1812504,0.0432504,0.9512504,0.3757504,0.7712504,0.1377504,0.7762504,0.7653,0.137571,0.200012451,0.58311619
49,0.7423,0.70175,0.21675,0.70275,0.54825,0.79725,0.502751566,0.833733333,0.2572,0.8852,0.86125,0.54525,0.6618,0.25725,0.192777778,0.1733,0.78275,0.59475,0.399749917,0.78575,0.65574,0.78625,0.8273,0.359677419,0.137250055,0.0162,0.809759519,0.207755511,0.720240481,0.375250501,0.135250501,0.15925,0.02875,0.12675,0.96326,0.90226,0.25974,0.077249083,0.41875,0.48975,0.979750794,0.4867504,0.9022504,0.2917504,0.3472504,0.3647504,0.7272504,0.5797504,0.6377504,0.9477504,0.8147504,0.1057504,0.6547504,0.3128,-0.457173,0.00028841,0.368411925
50,0.0437,0.54825,0.55175,0.66875,0.88025,0.85825,0.522250522,0.163266667,0.8038,0.2752,0.57025,0.27675,0.6737,0.85875,0.663333333,0.2517,0.69875,0.56025,0.106748916,0.59675,0.08026,0.70725,0.9908,0.839677419,0.663749925,0.4453,0.509759519,0.681743487,0.570240481,0.963246493,0.793246493,0.43775,0.45675,0.85825,0.84974,0.54474,0.23324,0.228249416,0.01425,0.77875,0.547250794,0.1952504,0.4637504,0.7532504,0.1362504,0.7612504,0.6792504,0.4092504,0.2637504,0.4567504,0.5767504,0.0002504,0.9122504,0.0862,0.271435,0.219376927,0.575354947
51,0.1577,0.96125,0.98025,0.98025,0.67675,0.87075,0.540751566,0.060266667,0.5462,0.2892,0.29375,0.15175,0.6917,0.51725,0.76,0.6848,0.36875,0.41225,0.518249416,0.54075,0.69124,0.49175,0.0617,0.923870968,0.851749965,0.1268,0.215751503,0.165250501,0.552745491,0.209258517,0.229759519,0.44325,0.07025,0.95325,0.08026,0.70074,0.70776,0.916748916,0.13775,0.50325,0.830249206,0.9562504,0.0447504,0.1677504,0.8382504,0.2142504,0.0087504,0.7897504,0.2292504,0.4172504,0.6157504,0.1232504,0.4412504,0.6917,-0.82216,0.124968339,0.632601666
52,0.2058,0.11025,0.88225,0.45225,0.71225,0.43875,0.060250522,0.868266667,0.0492,0.9183,0.56775,0.27325,0.3243,0.55475,0.896111111,0.1628,0.54925,0.33325,0.528249416,0.77325,0.89574,0.65775,0.0737,0.903870968,0.081249975,0.6158,0.169759519,0.519258517,0.137254509,0.156753507,0.088256513,0.45925,0.48475,0.24775,0.54924,0.95574,0.38826,0.02075025,0.74375,0.42825,0.157249206,0.8137504,0.7157504,0.9007504,0.3972504,0.1927504,0.9767504,0.8482504,0.9467504,0.0097504,0.5207504,0.7542504,0.3467504,0.5123,-0.458564,0.001054074,0.369097505
53,0.5767,0.85875,0.75475,0.15375,0.93425,0.96075,0.525248434,0.445266667,0.4352,0.8687,0.23725,0.23125,0.1233,0.75075,0.874444444,0.7258,0.21875,0.64275,0.195248416,0.87275,0.24176,0.11625,0.2618,0.24516129,0.073749925,0.7952,0.045751503,0.683246493,0.566252505,0.398757515,0.117254509,0.35475,0.70125,0.99475,0.96276,0.19726,0.43626,0.362750917,0.91125,0.10225,0.477750794,0.8722504,0.1902504,0.6262504,0.2427504,0.5002504,0.7422504,0.2212504,0.7387504,0.2502504,0.4792504,0.1967504,0.4277504,0.5587,-0.458336,0.000429364,0.368624316
54,0.8953,0.32425,0.62925,0.36825,0.59725,0.99025,0.741749478,0.180733333,0.2248,0.7268,0.54475,0.75275,0.5468,0.86525,0.982222222,0.0158,0.70825,0.10275,0.445248416,0.34825,0.21426,0.95375,0.8468,0.740645161,0.567750045,0.8627,0.658757515,0.580741483,0.726252505,0.148256513,0.849759519,0.53625,0.84975,0.94275,0.12274,0.26326,0.29474,0.78375125,0.08925,0.10375,0.197750794,0.8567504,0.6902504,0.8677504,0.5027504,0.6397504,0.2882504,0.3737504,0.6627504,0.7617504,0.5547504,0.2887504,0.6947504,0.2867,-0.429761,0.009122341,0.372383828
55,0.4793,0.26575,0.39275,0.46525,0.34425,0.26225,0.109248434,0.845266667,0.4012,0.7433,0.85325,0.23275,0.1688,0.69175,0.365,0.2578,0.23575,0.35925,0.57624875,0.48075,0.77974,0.22175,0.7028,0.495806452,0.366250075,0.7853,0.342244489,0.415250501,0.200240481,0.751743487,0.457254509,0.53725,0.41875,0.30675,0.04574,0.82874,0.71974,0.465748583,0.73625,0.22225,0.509249206,0.7997504,0.5532504,0.3432504,0.6517504,0.4902504,0.5097504,0.6122504,0.8657504,0.6712504,0.3162504,0.5232504,0.4837504,0.0943,-0.410102,0.011053173,0.372274214
56,0.7893,0.53825,0.60575,0.49525,0.35875,0.03975,0.772751566,0.911266667,0.1438,0.8363,0.30875,0.39425,0.3952,0.81325,0.926666667,0.1893,0.55625,0.79075,0.923251084,0.25025,0.21974,0.88625,0.4453,0.583225806,0.037250055,0.8073,0.219258517,0.308757515,0.134749499,0.702745491,0.890741483,0.70775,0.63375,0.38325,0.54524,0.39026,0.14874,0.805248416,0.12675,0.92875,0.302250794,0.4467504,0.7802504,0.3982504,0.8522504,0.2052504,0.7412504,0.4827504,0.2367504,0.9447504,0.5857504,0.8482504,0.1792504,0.2772,-0.460472,0.000312613,0.368699831
57,0.1828,0.24225,0.91275,0.31275,0.85875,0.62725,0.189248434,0.258266667,0.0712,0.6283,0.60775,0.01825,0.5548,0.10075,0.092777778,0.7757,0.76625,0.47525,0.312750917,0.92475,0.60274,0.24325,0.1377,0.66483871,0.310749985,0.5822,0.116753507,0.739759519,0.554749499,0.414248497,0.312745491,0.62725,0.30625,0.31475,0.24126,0.08624,0.48224,0.246748916,0.77125,0.77075,0.208749206,0.0637504,0.1552504,0.2182504,0.4102504,0.5622504,0.7837504,0.2637504,0.8122504,0.4352504,0.1832504,0.4742504,0.2127504,0.5418,-0.314578,0.024321661,0.372596642
58,0.6923,0.16325,0.10825,0.21825,0.67875,0.78975,0.142250522,0.724266667,0.4642,0.6403,0.80575,0.54475,0.5313,0.51425,0.935,0.4178,0.80225,0.00625,0.64924975,0.78825,0.21276,0.44525,0.2627,0.808709677,0.696750065,0.4027,0.404248497,0.663246493,0.664749499,0.494749499,0.509759519,0.67275,0.27625,0.10175,0.53724,0.35024,0.92274,0.22075025,0.73025,0.08725,0.743749206,0.1752504,0.1542504,0.8752504,0.9137504,0.8522504,0.0122504,0.2832504,0.8117504,0.6427504,0.9297504,0.4687504,0.1222504,0.6212,-0.416717,0.015985819,0.375257103
59,0.4178,0.30675,0.83325,0.54925,0.28575,0.96325,0.139749478,0.612266667,0.0782,0.7287,0.12375,0.19375,0.8073,0.24875,0.591666667,0.3122,0.29075,0.57625,0.50075025,0.88725,0.08074,0.86975,0.7997,0.297741935,0.688250035,0.0432,0.468757515,0.971743487,0.477254509,0.449258517,0.758256513,0.11125,0.56125,0.17925,0.20476,0.99026,0.16676,0.30924975,0.60975,0.98825,0.394249206,0.3282504,0.4702504,0.3792504,0.9947504,0.4487504,0.0557504,0.3547504,0.4902504,0.3477504,0.0672504,0.5867504,0.3537504,0.5408,-0.455674,4.88E-06,0.368228239
60,0.0648,0.53575,0.25675,0.99525,0.42825,0.52775,0.650250522,0.400733333,0.2908,0.7013,0.37925,0.29825,0.0897,0.80925,0.89,0.3422,0.15025,0.01725,0.68924975,0.12875,0.88674,0.46175,0.8127,0.572903226,0.305250095,0.6348,0.181743487,0.388757515,0.502745491,0.839759519,0.332745491,0.55925,0.58925,0.88925,0.97274,0.97824,0.36126,0.957249083,0.02225,0.43725,0.735249206,0.5502504,0.0852504,0.6867504,0.9877504,0.2662504,0.0167504,0.6727504,0.9887504,0.9587504,0.7947504,0.0657504,0.5282504,0.3968,-0.358039,0.033566455,0.382416382
61,0.8177,0.55625,0.73875,0.31475,0.74225,0.21125,0.000751566,0.550733333,0.1312,0.9158,0.09775,0.54975,0.3528,0.50725,0.662222222,0.5533,0.69175,0.19775,0.393251084,0.58925,0.46076,0.73775,0.6317,0.537741935,0.824250115,0.1507,0.536252505,0.359759519,0.429759519,0.668256513,0.771743487,0.74275,0.08275,0.49725,0.96374,0.29574,0.54026,0.48375125,0.71675,0.85325,0.467250794,0.0172504,0.1882504,0.0857504,0.8872504,0.2857504,0.3712504,0.4317504,0.4292504,0.3457504,0.7102504,0.2557504,0.0562504,0.6068,-0.462489,0.000181951,0.368790401
62,0.3377,0.00525,0.38175,0.74725,0.34025,0.00675,0.034751566,0.822733333,0.6868,0.1768,0.05025,0.31725,0.8472,0.90425,0.743333333,0.4252,0.09575,0.63725,0.899749917,0.55625,0.12174,0.79925,0.3778,0.110322581,0.201249975,0.1797,0.003246493,0.389258517,0.106753507,0.304749499,0.447755511,0.41975,0.77075,0.91775,0.57124,0.12026,0.53826,0.462750917,0.39625,0.28075,0.215249206,0.0862504,0.9397504,0.5952504,0.3327504,0.0082504,0.4442504,0.1327504,0.8937504,0.6652504,0.9307504,0.6877504,0.6227504,0.5702,-0.209157,0.015662316,0.457515173
63,0.8773,0.85475,0.28025,0.52275,0.66525,0.59225,0.075749478,0.597266667,0.3848,0.3232,0.16925,0.07575,0.1803,0.58375,0.163888889,0.3268,0.82525,0.72575,0.26075025,0.10375,0.67326,0.76275,0.8388,0.052903226,0.057750045,0.5932,0.716753507,0.292244489,0.435250501,0.694749499,0.853747495,0.22625,0.19225,0.29275,0.48676,0.71124,0.15526,0.062750917,0.59125,0.91825,0.113250794,0.8242504,0.7637504,0.9262504,0.4047504,0.1352504,0.0452504,0.1397504,0.7397504,0.2057504,0.6647504,0.3757504,0.1852504,0.9808,0.128698,0.120247679,0.409391365
64,0.2558,0.86175,0.15875,0.21075,0.86025,0.88025,0.663749478,0.254266667,0.5242,0.2907,0.23875,0.99025,0.0373,0.55375,0.465,0.1047,0.89825,0.59825,0.15924975,0.38075,0.15474,0.84225,0.3598,0.946129032,0.402749945,0.5397,0.362244489,0.337755511,0.724749499,0.998757515,0.104248497,0.22675,0.44425,0.77975,0.72374,0.43174,0.94026,0.344751584,0.17725,0.23775,0.390250794,0.1677504,0.4777504,0.1227504,0.7187504,0.4502504,0.9837504,0.5572504,0.0767504,0.9492504,0.4597504,0.6042504,0.3367504,0.9208,-0.183572,0.000393487,0.322233566
65,0.9128,0.70675,0.10925,0.48225,0.70025,0.58975,0.420751566,0.347733333,0.6532,0.7107,0.42575,0.78425,0.3672,0.00825,0.524444444,0.7722,0.86125,0.78475,0.434251417,0.69425,0.30274,0.84175,0.4387,0.670645161,0.308750025,0.5297,0.331242485,0.943246493,0.510240481,0.370240481,0.887755511,0.14025,0.17875,0.68375,0.07826,0.56726,0.17326,0.245748583,0.36175,0.89025,0.785750794,0.2572504,0.6687504,0.9002504,0.7692504,0.5247504,0.1632504,0.4802504,0.7467504,0.3472504,0.0322504,0.8342504,0.1517504,0.9277,-0.422086,0.014027208,0.374252931
66,0.9352,0.37075,0.06825,0.70925,0.08275,0.27675,0.613248434,0.023266667,0.9862,0.4647,0.61225,0.36625,0.7682,0.92025,0.821666667,0.5107,0.76675,0.34575,0.128249416,0.32225,0.66424,0.29075,0.4478,0.809354839,0.399750005,0.7092,0.221743487,0.122745491,0.712745491,0.519258517,0.278757515,0.43625,0.81225,0.08975,0.59574,0.29026,0.69826,0.294751584,0.87925,0.23575,0.299750794,0.0297504,0.9762504,0.3332504,0.4982504,0.3547504,0.1032504,0.1912504,0.0652504,0.0232504,0.8677504,0.6072504,0.2402504,0.3117,0.023033,0.119149286,0.408885616
67,0.5713,0.37475,0.21975,0.71075,0.98275,0.08275,0.267248434,0.031733333,0.5908,0.2222,0.13225,0.09075,0.1622,0.17875,0.221111111,0.2313,0.19125,0.38975,0.197249083,0.31675,0.44524,0.98875,0.7372,0.156774194,0.385250095,0.7592,0.883246493,0.881743487,0.835751503,0.423747495,0.279258517,0.73125,0.06075,0.23275,0.53324,0.12274,0.86424,0.738749583,0.58125,0.90025,0.374250794,0.6847504,0.7547504,0.9897504,0.6172504,0.9067504,0.1427504,0.5862504,0.0657504,0.3877504,0.2137504,0.8167504,0.9102504,0.9528,0.278125,0.340267182,0.735491629
68,0.2122,0.78475,0.93675,0.73325,0.27675,0.54625,0.418250522,0.996266667,0.0462,0.7788,0.26825,0.69075,0.2892,0.58825,0.865,0.2783,0.17425,0.80725,0.571750584,0.09425,0.01224,0.94525,0.2397,0.637096774,0.419750005,0.1953,0.177254509,0.867254509,0.202745491,0.639258517,0.462244489,0.07475,0.09725,0.20475,0.34326,0.42326,0.34776,0.351750584,0.76025,0.24425,0.857750794,0.6182504,0.6122504,0.5042504,0.3497504,0.9572504,0.9777504,0.5337504,0.0342504,0.1857504,0.7437504,0.9322504,0.1112504,0.5698,-0.442731,0.005036833,0.370393963
69,0.3052,0.68775,0.35575,0.51025,0.53375,0.26325,0.553248434,0.376733333,0.0542,0.2652,0.99525,0.55575,0.3697,0.26875,0.981666667,0.0507,0.24225,0.65725,0.608749583,0.31825,0.59176,0.37725,0.6192,0.886774194,0.159250015,0.5798,0.120240481,0.631242485,0.876252505,0.362244489,0.437254509,0.39725,0.37925,0.41925,0.37524,0.46226,0.11776,0.963251084,0.55375,0.14525,0.421249206,0.8782504,0.8097504,0.3992504,0.3952504,0.8797504,0.3232504,0.2177504,0.4622504,0.7747504,0.9232504,0.2042504,0.4472504,0.7308,0.068738,0.226836815,0.606861095
70,0.5452,0.75825,0.42775,0.43525,0.68275,0.17925,0.605248434,0.221266667,0.6062,0.2837,0.09825,0.80625,0.6568,0.74925,0.310555556,0.2422,0.85325,0.16225,0.09225075,0.80075,0.93226,0.67375,0.8543,0.103225806,0.578250035,0.5023,0.203747495,0.656753507,0.348256513,0.622745491,0.546753507,0.74475,0.76875,0.02225,0.36674,0.51826,0.87526,0.493251084,0.27925,0.81225,0.098250794,0.1337504,0.2387504,0.7392504,0.4382504,0.4082504,0.5502504,0.5547504,0.9852504,0.1152504,0.3567504,0.3862504,0.1492504,0.6033,0.297462,0.368595895,0.809065208
71,0.7707,0.03275,0.70575,0.99425,0.61775,0.56975,0.778250522,0.142733333,0.8072,0.7483,0.33225,0.74675,0.8328,0.22375,0.978333333,0.0503,0.25425,0.29875,0.034251417,0.84425,0.03476,0.62225,0.0168,0.743225806,0.032749945,0.6108,0.692745491,0.441242485,0.035250501,0.332745491,0.140741483,0.61075,0.19575,0.73725,0.63476,0.40376,0.61276,0.528749583,0.09325,0.02175,0.134249206,0.2517504,0.6917504,0.5917504,0.7957504,0.7277504,0.3452504,0.0212504,0.1072504,0.4757504,0.6802504,0.6022504,0.0017504,0.4877,-0.445284,0.004871371,0.370638713
