Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR2,D
2539,0.827,0.0837525,0.586245,0.13618,0.544195,0.1002056,0.296413361,0.585533333,0.764,0.1287,0.5623416,0.61700122,0.3062,0.218125,0.859444444,0.2043,0.1905,0.198873889,0.907879293,0.797130714,0.0497,0.821477333,0.6602,0.946451613,0.715306494,0.7699,0.42254509,0.559158317,0.506312625,0.583346693,0.474649299,0.29124245,0.433375,0.450146238,0.56936,0.431,0.5439,0.908239413,0.364836,0.00582765,0.868934921,0.300808,0.4734952,0.1730776,0.8979408,0.0771304,0.3059176,0.1581696,0.5974416,0.6850144,0.4443144,0.4070112,0.3170152,0.583,0.303378416,0.401383654,0.860434484
2540,0.7244,0.103045,0.2741075,0.1808,0.496035,0.3221784,0.027628392,0.723533333,0.7764,0.3229,0.8785586,0.59924244,0.5091,0.2039898,0.802777778,0.1609,0.2205,0.263482222,0.654828276,0.906315,0.2582,0.949476,0.547,0.973225806,0.691275974,0.9337,0.256292585,0.394148297,0.578076152,0.693967936,0.668877756,0.24475335,0.3700625,0.4327048,0.43662,0.2934,0.37164,0.983407803,0.024362667,0.15718225,0.712977778,0.3746184,0.7098584,0.057916,0.6684296,0.2690888,0.5216752,0.1129072,0.5109568,0.7125208,0.573472,0.3052424,0.5419376,0.448,0.13594394,0.231283012,0.55981003
2541,0.9405,0.0023875,0.64769,0.050195,0.60075,0.1322078,0.136647182,0.486133333,0.7752,0.2523,0.6123142,0.61368628,0.5422,0.3013862,0.871666667,0.2764,0.20325,0.371019444,0.83684895,0.700162857,0.14328,0.667598667,0.4431,0.684193548,0.612776544,0.961,0.468056112,0.562284569,0.424769539,0.522084168,0.675511022,0.3172579,0.3695,0.427300413,0.53348,0.46352,0.66682,0.561933978,0.402037333,0.29655325,0.83531746,0.2724944,0.619456,0.2072248,0.9838144,0.3453024,0.450404,0.0019,0.4445648,0.4331096,0.5672944,0.6707224,0.3251576,0.4709,0.394707593,0.363843752,0.719337501
2542,0.9927,0.2398,0.73101,0.150785,0.620635,0.2554502,0.168200418,0.847933333,0.9002,0.2898,0.6425882,0.9454212,0.6181,0.2988688,0.720555556,0.3367,0.17275,0.245939444,0.960346782,0.905857143,0.1961,0.956995333,0.2372,0.701612903,0.780532189,0.611,0.268817635,0.452204409,0.473687375,0.738496994,0.693827655,0.20919385,0.1486875,0.314790925,0.71494,0.43158,0.36922,0.935718573,0.312268667,0.26733295,0.938187302,0.2711272,0.5864968,0.2822136,0.8425016,0.1659776,0.3521336,0.2007888,0.3423552,0.3911256,0.3350928,0.3033008,0.401488,0.5098,0.57277853,0.494892139,0.825510384
2543,0.8172,0.3194475,0.7369075,0.01511,0.70105,0.0809134,0.239820459,0.7242,0.8466,0.3527,0.7788206,0.6070563,0.4459,0.0235262,0.741111111,0.1762,0.01025,0.385281667,0.894764922,0.965412143,0.12428,0.883378,0.4637,0.821612903,0.772064159,0.9859,0.543266533,0.555831663,0.636993988,0.563887776,0.691302605,0.25937745,0.166875,0.3916806,0.35844,0.4252,0.66294,0.827625875,0.30034,0.02815325,0.874261905,0.1727128,0.6853744,0.05122,0.7486808,0.1052512,0.630648,0.3299672,0.406564,0.74606,0.703752,0.3016368,0.511812,0.5289,0.162804132,0.229729262,0.560134686
2544,0.9177,0.09655,0.4441875,0.09035,0.496695,0.0450528,0.258851775,0.685,0.7036,0.0415,0.7489614,0.83460616,0.3123,0.0967186,0.923333333,0.0991,0.18625,0.219696667,0.796892297,0.718029286,0.17154,0.876908667,0.6044,0.982258065,0.703863523,0.7157,0.423647295,0.740621242,0.681142285,0.538817635,0.544188377,0.290011,0.235,0.732893863,0.38506,0.65026,0.566,0.557619206,0.378786333,0.19887865,0.727673016,0.0571152,0.9013344,0.2049928,0.620744,0.2833536,0.3455664,0.1576744,0.4716456,0.6198664,0.415956,0.2004232,0.5761336,0.4268,-0.056432796,0.304098213,0.815164821
2545,0.9161,0.3786575,0.7366625,0.069865,0.668795,0.1746504,0.088897704,0.777866667,0.6144,0.3609,0.6697518,0.70579542,0.3911,0.2185122,0.904444444,0.1254,0.16425,0.161363889,0.863887963,0.810263571,0.37982,0.652560667,0.264,0.684516129,0.595840883,0.774,0.24244489,0.547715431,0.773767535,0.65987976,0.51258517,0.34250365,0.3455,0.701204525,0.52178,0.41204,0.47174,0.544448149,0.216637,0.2650347,0.902550794,0.2484768,0.5274848,0.2273112,0.941944,0.0084568,0.468648,0.3146048,0.3762064,0.4068096,0.5470792,0.3540464,0.2327456,0.7619,0.497808204,0.385380774,0.757799197
2546,0.9952,0.0484175,0.413955,0.306535,0.57601,0.3410166,0.095578288,0.799466667,0.9294,0.3001,0.863629,0.55969942,0.3286,0.2928664,0.726111111,0.3583,0.0335,0.241660556,0.951063688,0.851646429,0.38746,0.920449333,0.5053,0.975806452,0.600875782,0.8008,0.487194389,0.561462926,0.487835671,0.557935872,0.730180361,0.12529795,0.330125,0.661408575,0.54406,0.65956,0.28298,0.812410804,0.130912333,0.09792085,0.666503175,0.1668552,0.8909752,0.4167928,0.8535504,0.3707744,0.3769448,0.078052,0.4559208,0.3616888,0.5535368,0.1796256,0.401692,0.3365,0.259800422,0.272004447,0.616626825
2547,0.7664,0.236745,0.5307,0.066825,0.606935,0.3283064,0.025791232,0.541733333,0.9626,0.3598,0.8839498,0.84976036,0.3327,0.2355516,0.774444444,0.3572,0.26475,0.168780556,0.647765922,0.704285714,0.3995,0.746811333,0.2676,0.99,0.722172357,0.8087,0.395931864,0.642825651,0.379759519,0.695410822,0.666332665,0.34866115,0.4295,0.636351863,0.47796,0.65298,0.48242,0.704998333,0.322377667,0.0212586,0.702690476,0.1385416,0.6586928,0.092732,0.939424,0.3748496,0.4372688,0.009168,0.6022464,0.6840488,0.8239248,0.5725584,0.5478408,0.6763,0.413680214,0.329172275,0.695388021
2548,0.9866,0.01442,0.46557,0.334525,0.71254,0.063891,0.042154489,0.4878,0.8784,0.1658,0.4899746,0.96981006,0.534,0.1449326,0.851111111,0.1899,0.1235,0.206718333,0.819896632,0.971520714,0.32514,0.689806667,0.3777,0.798709677,0.579133817,0.9456,0.338316633,0.678196393,0.461963928,0.65248497,0.68751503,0.31125435,0.138625,0.64814325,0.61902,0.40158,0.40154,0.821947316,0.314897,0.03898775,0.727488889,0.315648,0.7528616,0.4321928,0.9049192,0.2782592,0.3129712,0.1781576,0.3980464,0.50622,0.4106216,0.5561976,0.5891608,0.5464,0.69524034,0.643647401,0.916860207
2549,0.886,0.219365,0.5297175,0.042485,0.4165,0.2513648,0.313607516,0.499133333,0.8884,0.2012,0.502416,0.778725,0.5506,0.23439,0.897222222,0.1765,0.1035,0.163360556,0.746042014,0.762313571,0.44028,0.714986667,0.3314,0.755483871,0.623533129,0.6518,0.603967936,0.697334669,0.54501002,0.734488978,0.545911824,0.1042085,0.3328125,0.562901363,0.43718,0.37508,0.68092,0.825355118,0.067831667,0.0933244,0.669074603,0.305104,0.4499528,0.3543016,0.8684768,0.328796,0.374512,0.220116,0.617752,0.2979888,0.4782888,0.2855536,0.576948,0.548,0.635597947,0.583632022,0.866786044
2550,0.7702,0.02015,0.430915,0.100895,0.46466,0.1719268,0.033473904,0.833666667,0.9288,0.2971,0.6517118,0.76570186,0.5011,0.296158,0.723888889,0.2871,0.15875,0.239806667,0.856422141,0.786288571,0.07934,0.973782,0.6785,0.821290323,0.509331213,0.7803,0.614529058,0.681523046,0.687214429,0.577234469,0.540380762,0.34542845,0.3045625,0.352130313,0.58446,0.53396,0.29464,0.533774592,0.2132,0.0232285,0.924042857,0.0844528,0.5739416,0.4440208,0.7752376,0.2232392,0.3915392,0.1143944,0.5570384,0.372788,0.4033208,0.2037504,0.4356848,0.3668,0.600432451,0.496554935,0.835765993
2551,0.9246,0.31811,0.280745,0.218925,0.32305,0.4193198,0.070534447,0.7676,0.9278,0.0198,0.7589144,0.62055302,0.5459,0.052377,0.798888889,0.1021,0.09725,0.261485,0.695188396,0.740324286,0.00638,0.849455333,0.5921,0.876774194,0.795179296,0.8271,0.60002004,0.400180361,0.419779559,0.692364729,0.553827655,0.26153255,0.286875,0.704643675,0.44096,0.41088,0.42802,0.590773591,0.080164667,0.2221892,0.713528571,0.2350032,0.8153264,0.4402272,0.9795496,0.020276,0.4579448,0.3236904,0.4834392,0.5926008,0.7512032,0.505452,0.5055024,0.4154,-0.411272963,0.2892623,0.793518476
2552,0.7309,0.032565,0.635155,0.144495,0.53602,0.0781898,0.295244259,0.7372,0.8144,0.2413,0.5967626,0.5338899,0.5245,0.1534522,0.992777778,0.1948,0.2195,0.304842778,0.83039013,0.923417857,0.1639,0.825149333,0.2753,0.706129032,0.540227395,0.9502,0.604849699,0.509438878,0.779418838,0.784809619,0.467054108,0.10343885,0.115,0.506400975,0.37242,0.42114,0.36752,0.761087029,0.034674,0.0132148,0.874995238,0.149672,0.8291384,0.168168,0.6546664,0.038412,0.59854,0.1921992,0.4126784,0.5026008,0.7057176,0.2608744,0.558832,0.6927,0.643715047,0.615793034,0.876398186
2553,0.9072,0.3003475,0.6277825,0.09258,0.575125,0.2994818,0.208601253,0.7032,0.7928,0.1428,0.5422282,0.7621501,0.474,0.203409,0.972222222,0.2991,0.183,0.291293333,0.886892297,0.778195,0.35156,0.687533333,0.7107,0.938709677,0.69699766,0.7497,0.413527054,0.791603206,0.349539078,0.579819639,0.553667335,0.1982643,0.4044375,0.661654238,0.59032,0.49312,0.27496,0.770170057,0.149917333,0.30886515,0.6733,0.3599736,0.7647896,0.3938048,0.9977704,0.2118272,0.2723496,0.0816864,0.555728,0.5433784,0.7784384,0.4885368,0.2758984,0.5462,-0.111835152,0.375848867,0.796956432
2554,0.9549,0.215925,0.3832325,0.09968,0.582415,0.0455066,0.021954071,0.8154,0.7018,0.1416,0.8509802,0.61392304,0.3689,0.3511492,0.743888889,0.2595,0.0865,0.243229444,0.964384795,0.817898571,0.11316,0.796646667,0.5913,0.971935484,0.5699794,0.9452,0.568777555,0.540861723,0.388677355,0.788496994,0.643426854,0.1974946,0.1045625,0.274503688,0.41716,0.40236,0.35974,0.673657886,0.359174667,0.10793455,0.847074603,0.0674648,0.5682912,0.2027608,0.6816112,0.1824832,0.3813232,0.1905472,0.3908392,0.6386872,0.7177912,0.1735248,0.4277464,0.5839,0.476095955,0.470909375,0.887676807
2555,0.748,0.129975,0.38987,0.086495,0.68846,0.3668906,0.113607516,0.8144,0.7332,0.2441,0.8410272,0.7739893,0.4093,0.23013,0.886666667,0.2854,0.29675,0.399258889,0.891130377,0.754372857,0.03904,0.838614,0.3795,0.765806452,0.804791504,0.7259,0.514468938,0.576432866,0.529358717,0.602805611,0.536132265,0.14377045,0.250875,0.546688238,0.52214,0.5955,0.53078,0.798329443,0.004953333,0.26240815,0.853136508,0.23266,0.4301776,0.2458352,0.6370272,0.126648,0.28062,0.1870776,0.512704,0.3148784,0.3297576,0.49436,0.4979704,0.6511,0.597949342,0.580615958,0.856345724
2556,0.9019,0.06962,0.39454,0.043095,0.72027,0.2731536,0.195912317,0.7506,0.9352,0.3517,0.7730146,0.71408286,0.5286,0.2210294,0.937777778,0.1778,0.05675,0.400114444,0.598932978,0.898221429,0.09278,0.860471333,0.3317,0.952903226,0.532903942,0.9135,0.253647295,0.755811623,0.679398798,0.811503006,0.709158317,0.3214142,0.1863125,0.254114413,0.66188,0.616,0.69234,0.684788263,0.117366,0.0345555,0.70232381,0.0731272,0.8112464,0.2498528,0.7244504,0.2635872,0.6442696,0.0374152,0.4434728,0.497292,0.349412,0.4169936,0.4507472,0.5062,-0.204635703,0.092162029,0.411716328
2557,0.8856,0.0520475,0.396505,0.097245,0.69597,0.3022052,0.181887265,0.730066667,0.822,0.2731,0.8103386,0.85070742,0.3718,0.1381554,0.903333333,0.2392,0.2165,0.410383333,0.785391797,0.865695714,0.29156,0.759926,0.4155,0.952258065,0.590119198,0.7352,0.322925852,0.672785571,0.730280561,0.708436874,0.615611222,0.36266945,0.142,0.625051825,0.65488,0.63962,0.48268,0.773804602,0.117972667,0.19362555,0.824479365,0.2330504,0.5698608,0.1650432,0.8845656,0.2542136,0.455756,0.2852008,0.5124856,0.4389008,0.55466,0.5170984,0.4804656,0.7655,0.537794647,0.439021325,0.797036678
2558,0.9789,0.3328175,0.4822825,0.013285,0.36127,0.084091,0.080718163,0.8532,0.956,0.1956,0.594689,0.56869722,0.3038,0.3871644,0.870555556,0.2788,0.1035,0.267475556,0.97447149,0.825075714,0.3175,0.824799333,0.4588,0.908387097,0.606368473,0.7696,0.529859719,0.748316633,0.363667335,0.751843687,0.574529058,0.24583095,0.2283125,0.618419125,0.71852,0.35302,0.5038,0.595088363,0.010816667,0.18755165,0.7837,0.0051744,0.5343904,0.251192,0.6837432,0.3573248,0.7264864,0.1216624,0.2353416,0.2779616,0.741376,0.51488,0.2398704,0.3965,0.755183845,0.717093666,0.929877231
2559,0.9252,0.2753275,0.6358925,0.326005,0.41915,0.1623942,0.093073069,0.553866667,0.9728,0.3122,0.7041726,0.6889837,0.5435,0.3625734,0.904444444,0.2199,0.08275,0.149526667,0.837049016,0.705507143,0.36986,0.916252667,0.3214,0.679032258,0.73201336,0.868,0.367995992,0.459498998,0.714188377,0.580140281,0.743767535,0.09805105,0.235375,0.563883975,0.41868,0.46254,0.39982,0.626652217,0.318536333,0.2469772,0.87628254,0.10808,0.8677472,0.1715152,0.7543024,0.354676,0.3781608,0.0347728,0.6360976,0.3993296,0.414552,0.4472192,0.3615928,0.6994,0.444202997,0.390284294,0.747887969
2560,0.9527,0.236935,0.29082,0.07818,0.537125,0.1460526,0.1945762,0.553066667,0.5906,0.2613,0.6073378,0.94234306,0.4827,0.1302166,0.773333333,0.2976,0.07275,0.403252222,0.873574525,0.767352857,0.131,0.646965333,0.3584,0.713870968,0.770462191,0.6208,0.633006012,0.711082164,0.427815631,0.754749499,0.540861723,0.28662435,0.2973125,0.2835929,0.47344,0.37314,0.49264,0.695005002,0.323388667,0.29491165,0.796190476,0.3373224,0.7249248,0.0351512,0.70778,0.405824,0.3776744,0.2254024,0.2301,0.334664,0.7742272,0.2137336,0.3159976,0.3709,0.192664361,0.26079607,0.596729418
2561,0.9955,0.0157575,0.6499025,0.25401,0.417385,0.1070144,0.01193737,0.740133333,0.9712,0.307,0.522944,0.77541,0.595,0.3064206,0.704444444,0.1262,0.03575,0.36289,0.717182394,0.966022857,0.20676,0.959268667,0.529,0.765806452,0.872305554,0.6979,0.529639279,0.752905812,0.524789579,0.728857715,0.468637275,0.1431547,0.267125,0.466605038,0.42,0.40004,0.59636,0.558752918,0.083399667,0.24894715,0.923674603,0.0969496,0.9415128,0.082912,0.9793552,0.3968576,0.5513504,0.1575088,0.4185752,0.5979096,0.2893256,0.6748824,0.4786336,0.7217,0.598996516,0.499648016,0.836530808
2562,0.9317,0.0891025,0.3721725,0.0579,0.47416,0.0668414,0.033974948,0.741,0.6148,0.2688,0.8016296,0.92718876,0.5462,0.3662524,0.735555556,0.2965,0.19675,0.403109444,0.735748583,0.729329286,0.32352,0.795248,0.4485,0.736129032,0.707067459,0.6312,0.296533066,0.781002004,0.699398798,0.686733467,0.728436874,0.13391845,0.119375,0.50173355,0.7206,0.3207,0.2718,0.718849617,0.355737667,0.05540365,0.898325397,0.1375648,0.9258176,0.044748,0.9144176,0.280908,0.4791072,0.0365896,0.2919056,0.4746112,0.5321976,0.2312032,0.470492,0.4776,0.707515173,0.625531907,0.897002285
2563,0.9988,0.0455525,0.274845,0.3617,0.35663,0.3718838,0.068530271,0.587466667,0.7312,0.172,0.8831204,0.58882388,0.6245,0.1391236,0.791111111,0.3414,0.10125,0.422221111,0.92684895,0.942200714,0.29294,0.656058,0.6633,0.903548387,0.653971721,0.6927,0.376352705,0.656973948,0.370200401,0.572905812,0.604869739,0.21581315,0.091875,0.680323913,0.6294,0.449,0.52908,0.780163388,0.022341,0.3078802,0.736490476,0.3621216,0.447128,0.1458496,0.802764,0.350804,0.7150536,0.3007288,0.4528632,0.632896,0.770296,0.5986248,0.3947712,0.6129,0.739895729,0.678188756,0.928693842
2564,0.7353,0.357075,0.5535575,0.093795,0.51901,0.1671604,0.313941545,0.749133333,0.6132,0.0699,0.5204558,0.8379211,0.585,0.2156078,0.696666667,0.2342,0.2985,0.380575,0.664918306,0.792855,0.3965,0.924995333,0.3404,0.758064516,0.704092318,0.9142,0.271462926,0.589759519,0.626993988,0.628537074,0.777915832,0.12622155,0.334,0.627017025,0.4183,0.46236,0.42146,0.732247416,0.19096,0.03668955,0.682852381,0.319944,0.3334976,0.333992,0.8151696,0.2191632,0.4603776,0.269508,0.3731488,0.4714744,0.8289784,0.6682272,0.289536,0.759,-0.148509141,0.373346865,0.804162594
2565,0.828,0.091585,0.47245,0.259485,0.353535,0.1274414,0.206764092,0.649733333,0.729,0.131,0.5913714,0.76404434,0.6259,0.2324536,0.721111111,0.367,0.06175,0.426357222,0.669559853,0.698025,0.20538,0.672145333,0.45,0.813548387,0.805935681,0.8529,0.228356713,0.778496994,0.642645291,0.66503006,0.647374749,0.15531575,0.1160625,0.288260313,0.66904,0.44436,0.33546,0.811273758,0.316919,0.02897405,0.783884127,0.085624,0.6627736,0.218384,0.6920784,0.2389296,0.4012688,0.3157608,0.4567944,0.6017696,0.8278552,0.5559208,0.2909608,0.632,0.733039987,0.641094397,0.931852132
2566,0.96,0.272845,0.3338325,0.278755,0.38292,0.3126458,0.058179541,0.878333333,0.5888,0.225,0.779028,0.8642042,0.4764,0.0537326,0.961111111,0.2088,0.21975,0.422933889,0.613257753,0.900817857,0.3833,0.891247333,0.6559,0.815483871,0.602706746,0.9057,0.518637275,0.393306613,0.468917836,0.822264529,0.531062124,0.10143765,0.1925,0.33812805,0.35694,0.53976,0.35342,0.700230077,0.330060667,0.0480165,0.941493651,0.0742992,0.6577512,0.3248416,0.8781688,0.1150328,0.6671352,0.2701688,0.2207088,0.7450944,0.7074024,0.6998392,0.2726416,0.6653,0.410059088,0.49474056,0.886861088
2567,0.9811,0.324795,0.60173,0.295385,0.427105,0.0475494,0.179215031,0.872266667,0.9742,0.2459,0.7713558,0.83176474,0.4715,0.1286676,0.976111111,0.2154,0.03675,0.32538,0.697609203,0.936092857,0.35712,0.735795333,0.7035,0.868064516,0.471111178,0.8247,0.272124248,0.670280561,0.480440882,0.752004008,0.613406814,0.16116535,0.3371875,0.735104738,0.41584,0.6702,0.60706,0.671160387,0.385256,0.0012312,0.6654,0.2010264,0.3991016,0.3344384,0.9008488,0.13052,0.3081064,0.0332856,0.386908,0.29268,0.5796488,0.4436144,0.4833152,0.4273,0.445775204,0.362093394,0.731194734
2568,0.8088,0.2075225,0.6231125,0.341825,0.388445,0.217093,0.028463466,0.606533333,0.9452,0.0405,0.7298848,0.90516788,0.6335,0.215995,0.806666667,0.3459,0.12175,0.305698333,0.721623875,0.771476429,0.05664,0.742789333,0.7024,0.880967742,0.844384512,0.8604,0.38492986,0.527114228,0.46739479,0.683346693,0.723386774,0.06818715,0.384125,0.555286075,0.65054,0.35128,0.55628,0.825581861,0.315503667,0.10153235,0.817684127,0.3427904,0.5108488,0.4446904,0.9533808,0.0306688,0.3825392,0.0162712,0.42884,0.5228688,0.4951352,0.5076704,0.2453656,0.7282,-1.607958427,0.251300569,0.723213346
2569,0.8572,0.33874,0.6044325,0.373055,0.60495,0.2086952,0.148162839,0.7844,0.6614,0.2046,0.5484488,0.7484166,0.3142,0.158293,0.848333333,0.2543,0.2665,0.275034444,0.99324108,0.886768571,0.06034,0.701172667,0.4745,0.710967742,0.625135097,0.9627,0.60749499,0.560841683,0.61004008,0.772104208,0.666973948,0.3278796,0.1091875,0.409858975,0.4555,0.40468,0.3012,0.878719573,0.297509667,0.1534066,0.731347619,0.3142816,0.7657312,0.0998744,0.6362512,0.0812056,0.6595944,0.2533192,0.419012,0.3768896,0.6728664,0.5778272,0.2355952,0.6621,0.396841962,0.377512343,0.728181142
2570,0.9132,0.2611925,0.3040925,0.13253,0.72049,0.4068366,0.276546973,0.4742,0.8244,0.1894,0.6365748,0.6553603,0.5498,0.0399848,0.725555556,0.3685,0.0815,0.36888,0.627385795,0.940215714,0.3073,0.832843333,0.2408,0.816129032,0.470424592,0.7564,0.575170341,0.605150301,0.466092184,0.72498998,0.736813627,0.0872754,0.2279375,0.648388913,0.36202,0.52912,0.3804,0.63006002,0.359983333,0.12484295,0.837338095,0.350796,0.692908,0.0306872,0.68258,0.0490088,0.3222144,0.14132,0.340608,0.7011808,0.297188,0.3673568,0.5236184,0.4556,0.755967067,0.717358968,0.922801899
2571,0.7413,0.0864275,0.7211775,0.086295,0.48278,0.0877224,0.238317328,0.868666667,0.7656,0.186,0.5011718,0.88977686,0.4674,0.1375746,0.986111111,0.2904,0.28925,0.295001667,0.88447149,0.713600714,0.4273,0.815532,0.3219,0.956451613,0.807537849,0.7395,0.462124248,0.68755511,0.556533066,0.554248497,0.678657315,0.2990933,0.13425,0.623332212,0.62354,0.36676,0.62868,0.874404802,0.246964333,0.076416,0.645928571,0.071956,0.4505808,0.4384416,0.7017712,0.1808528,0.4423776,0.0775568,0.4956688,0.631448,0.472392,0.2248256,0.3098912,0.4378,0.55077888,0.551220956,0.842824682
2572,0.78,0.0100275,0.35079,0.13152,0.61467,0.0827292,0.226797495,0.618466667,0.7048,0.2718,0.8787658,0.62813012,0.4754,0.0347568,0.937222222,0.2883,0.14075,0.318391667,0.712544181,0.971978571,0.24268,0.979727333,0.2872,0.668064516,0.689674007,0.7614,0.263547094,0.756032064,0.737675351,0.550380762,0.631723447,0.33480675,0.2351875,0.733139525,0.54934,0.6046,0.59466,0.902110704,0.240898667,0.2254724,0.866730159,0.09324,0.6395456,0.1420552,0.989048,0.236892,0.603648,0.051952,0.3499992,0.4427616,0.6866248,0.2156744,0.2056736,0.4026,0.524918552,0.431317202,0.790461056
2573,0.8721,0.137425,0.73912,0.26679,0.63632,0.3632592,0.074876827,0.588066667,0.5954,0.1864,0.6058862,0.58598248,0.3159,0.0899414,0.816666667,0.2961,0.2325,0.31611,0.845325108,0.833627143,0.17688,0.942831333,0.4099,0.766774194,0.806164677,0.6988,0.378777555,0.488216433,0.761583166,0.828857715,0.59238477,0.10836485,0.1340625,0.39413715,0.44378,0.33754,0.4647,0.65957986,0.055498667,0.27209355,0.659155556,0.0366128,0.5965416,0.107016,0.8998792,0.3190144,0.6868376,0.102996,0.4524264,0.3532432,0.5925648,0.2849992,0.5327776,0.3547,0.229593158,0.277998768,0.622590052
2574,0.7228,0.22834,0.590425,0.26841,0.721595,0.424313,0.114275574,0.790666667,0.9172,0.1782,0.5295794,0.67785484,0.361,0.3846472,0.813888889,0.3095,0.07375,0.343350556,0.762587529,0.994884286,0.15858,0.731773333,0.5689,0.956774194,0.785567089,0.7445,0.519298597,0.570821643,0.591983968,0.616793587,0.551923848,0.3181815,0.395125,0.611049563,0.5752,0.38688,0.4715,0.53309103,0.034876333,0.3062386,0.758533333,0.048524,0.6213392,0.0268936,0.6275288,0.0479896,0.7444864,0.0636808,0.6424312,0.7426816,0.4760424,0.6127672,0.4535968,0.7633,0.503089054,0.476445979,0.800747989
2575,0.7284,0.0092625,0.30655,0.173905,0.448315,0.3115108,0.30743215,0.616,0.869,0.3059,0.6662266,0.83744756,0.3144,0.370125,0.805,0.1004,0.24025,0.411809444,0.945415138,0.713753571,0.15742,0.920274,0.5668,0.902580645,0.762451951,0.863,0.278717435,0.406432866,0.567635271,0.826613226,0.532645291,0.1954934,0.30825,0.445970125,0.64734,0.37468,0.41464,0.729749917,0.136169,0.19723705,0.679728571,0.0594584,0.488248,0.1212992,0.7798904,0.111772,0.5564584,0.1502408,0.5566016,0.6833248,0.6088496,0.2453456,0.3245464,0.3664,-0.073225683,0.135023134,0.445486627
2576,0.9215,0.160345,0.6661225,0.09623,0.7037,0.3058368,0.231803758,0.476066667,0.7306,0.2658,0.7433628,0.87059736,0.5572,0.32133,0.712777778,0.1466,0.03125,0.362034444,0.81102034,0.93594,0.2114,0.928667333,0.6067,0.937419355,0.639095618,0.7326,0.47488978,0.540220441,0.360841683,0.681262525,0.480501002,0.3020181,0.09575,0.2690993,0.447,0.32902,0.51546,0.585775258,0.303777,0.12303715,0.779292063,0.0364168,0.7538032,0.1295576,0.7213488,0.0337256,0.6131344,0.3081624,0.6015912,0.7048,0.3561504,0.268084,0.312944,0.3864,0.375132064,0.340712974,0.701102217
2577,0.7457,0.133795,0.3969975,0.065,0.49316,0.3877716,0.037645094,0.5178,0.6024,0.2471,0.6245482,0.58101,0.3527,0.1002038,0.790555556,0.3497,0.1535,0.377865556,0.901623875,0.966786429,0.43148,0.734046667,0.3926,0.977741935,0.598816024,0.7172,0.237154309,0.759138277,0.357154309,0.617274549,0.47749499,0.23690255,0.2471875,0.498540038,0.6649,0.34314,0.5349,0.628696232,0.296094333,0.23959005,0.821173016,0.3459144,0.4421056,0.4368792,0.9097656,0.39482,0.2937552,0.2298624,0.6112008,0.4936728,0.8009008,0.516544,0.2651104,0.7255,0.622285069,0.499211465,0.844176835
2578,0.9697,0.0480375,0.34145,0.32053,0.692435,0.297439,0.070868476,0.709933333,0.7704,0.0707,0.6768018,0.59569062,0.6066,0.0905224,0.961111111,0.1332,0.10875,0.267047778,0.754514838,0.952585,0.36778,0.782308,0.3116,0.823870968,0.633145337,0.8026,0.248817635,0.746252505,0.480661323,0.525951904,0.575470942,0.12499005,0.2969375,0.696045775,0.37374,0.37992,0.2803,0.71408136,0.238068333,0.31083505,0.69111746,0.112376,0.505512,0.1007664,0.7068104,0.3777032,0.584432,0.325012,0.45876,0.561716,0.7068408,0.6765456,0.2274536,0.6462,-0.126130892,0.382326503,0.823110744
